Name,Qty,Price
AHAGLOW MOIST,1,447
TRANEXAVAG 500 MG TAB,1,407
TINFAL-F5 SOLUTION,1,46
GLUCRETA S 10/100 TAB,1,387
IRONEMIC PLUS CAP,1,359
RAYMIN LC TAB,2,42
CHERI FOL PLUS TAB,1,450
DORFORT EYE DROP,1,60
RYBELSUS 3 MG TAB,1,425
ALDACTONE TAB.  (25MG),3,52
ALDACTONE TAB. (100MG),1,192
ALBUTAMOL SY.,2,266
GLUXIT M 5 TAB,1,160
KERENDIA 10 TAB,4,207
TOFE-5MG TAB,2,118
MIXTARD-50 HM CARTRIDGE,4,165
FLOGEL HYDRA EYE DROP,1,264
SGLTD TRIO 500 TAB,3,369
BRILINTA 90MG TABLET 180,1,159
MET XL R 50/5,1,499
PALIRIS LA 100MG INJ,1,103
DP-AMBER TAB,8,92
NICOTEX PAAN 4 SUGAR FREE,7,112
AMUL SPRAY ALL,22,198
B-PROTIN POW. (CHOC) 200GM,4,23
SAFOLA ALL,69,402
MITOVIT TAB. 10S,20,174
PALMIFLAM TAB,3,150
IBGLOW HD SKIN CREAM,1,277
SYMBIOTIK CAP.,1,126
VERTIN 8MG TABLET ,13,362
VITAZYME CAP.,1,68
HADENSA CAP.,5,282
FLUGESIC PLUS TAB,9,324
FERO-UP CAP,3,364
POXER 75 TAB,16,16
DROTIN-DS TAB.,1,337
SMYLE GEL,6,66
ABLUNG CAP,1,190
JUPIROS A20/150 CAP,1,222
OTRIVIN MOIST PD N/S,4,296
CALCINASE NASAL SPRAY,1,424
 APNA PETROLEUM JELLY ALL,3,213
VIGOQUIN DX EYE DROPS,1,364
DIANORM TAB.,6,107
SILYBON-140 TAB.,1,297
NUTRIHANCE VANILA 400G,2,452
TAPAL D QPS SOLUTION,1,436
GLUCUT-2MT TAB,2,140
CIFRAN CT-H TAB.,1,258
RECLIDE 80MG TAB,3,110
STAMLO BETA (5+50MG) TABLET STRIP OF 15 TABLETS,11,314
DYNAPAR TAB.,3,424
TELMA BS 5 ,2,393
RBSHINE TAB,3,156
JOY FACE WASH ALL,1,365
SITADAY 100 TAB,1,470
GLIPY DM TAB,2,286
PRIMOSA CAP.,1,383
TANDAV 1 CAP,1,284
APTAMIL GOLD 2 REDILL,1,185
CHERI CAP.,3,461
NERVZ-G TAB,1,278
LAKME CREAM ALL,7,234
MERBROMINE SOLUTION,2,39
VISCODYNE LS SY,1,384
XSULIN R 40 INJ,2,148
VERQUVO 2.5MG TAB,4,468
SALLAKI-FORTE TAB,1,113
DUPHASTON TABLET (10MG),7,289
AZULIX DM 1 TABLET,5,323
JOINFAST GM TAB,1,34
FML EYE DROP,2,424
PRINOSE 1000 CAP,7,289
M.P.FORTE CAP.,8,147
PREGNANCY TEST KIT,7,398
ROSLOY ASP 20/75 CAP,1,133
CNXMIN 2.5 MG TAB,1,391
SILODERM CR.  (20GM),1,391
GUM-TONE POW. (40GM.),3,281
MULMIN DROPS,1,192
MOXICIP TAB,1,343
INBILT F SOLUTION ,1,333
MEDI-TAP,20,58
ZAPTRA 25 MG CAP,1,195
ZEST DROPS,1,77
CLENORA GEL,3,18
TOFATAS OINTMENT,1,295
CLINDATOP GEL,1,30
MACPROT VANILLA PROT 200 GM,1,41
WATER FOR INJ.*COR* (5ML),48,149
WATER FOR INJ.*COR*(10ML),79,335
BIFOLATE DC TAB,1,453
ALOSOFT MOIST CREAM 50 GM,5,179
VOLIX TRIO FORTE 1 TAB,1,227
SACURISE 100 TAB,3,274
OPTIMOIST DS DROP,1,438
METROGYL-DG FORTE GEL,1,393
GLYCOMET GP2 FORTE,3,472
SPER SPF 40 LOTION,3,19
TUMMY SOFT DROP,1,375
OXVUN 25 TABLET,1,456
DAIRY MILK 195,2,62
CLOBET-GM CR.,1,446
DYSMEN TABLET,2,450
BIGGABA NT TABLET ,1,301
CURODERM CR.  (5GM),4,371
BONNISAN DROPS     (30ML),2,17
HEXIGEL GEL.,1,151
ROSUSURE 5,6,454
VITE-EX GOLD PLUS,1,364
CLOBEN-G CREAM  <5G>,3,335
CREMAGEL-L 30G,1,493
GLUCRETA SM 10/100/500 TAB,1,266
BRITZILAM 50MG TAB,5,114
TETANUS VAC. (.05ML) *BE*,19,498
BOTROPASE INJ.,1,219
LIVFIT SY.,2,318
ULGEL SAUNF FLAVOUR 200ML SUSPENSION,1,186
REZACORT TAB,3,386
DA SUTRA 30X TAB,1,413
GLURA M XR100/500 TAB,7,88
EVALON CREAM,1,177
IV-SET ,12,196
ARZEP NASAL SPRAY,1,267
D-PROTIN POW. (CHOCO)200G,2,27
PIHOO SYP,2,412
COTRILO-20 TAB,2,109
B-PROTIN * DF *,1,489
NEUROKEM 50 TAB,1,466
EVAPARIN 40MG INJ,2,406
GLIMIP MF1 0.5 SR TAB,6,78
AMLOPRES-AT TAB. (25MG),1,102
AMOREX CAP.,1,419
WHEEL POWDER,10,68
HYDRAVO SKIN RENEWING,2,372
REMUNE AL 1GM SACHET,14,305
MAXPROTEIN BAR,9,452
SOFIKID DROPS,1,137
MELACARE NEEM SOAP 75G,1,443
IRONERGY TABLET,1,392
SENSODENT-K T.P. (100GM),1,247
CYBLEX S 60 XR TABLET,7,430
WYSOLONE DT 5 MG,27,432
SIZODON-1 TAB.,1,89
OCUREST-AH EYE DROPS,1,243
OCUPOL-DX E/E DROPS,1,36
MAGNESIUM SULP.(EPSOM SL),1,247
AUGMENTIN ES ,1,418
KESOL-20 SY. (200ML),4,301
COR NVP TAB,2,468
METSMALL 1GM TAB,7,422
HEPATOGLOBINE SY. (300ML),1,181
CHARCAOL FW,1,498
TRUDERMA MOIS.LOTION,1,241
AVANEP BF EYE DROPS,1,500
FORATOL 400 ROTACAPS,2,191
FORATOL 200 ROTACAPS,3,353
ZINCOVIT TAB.,30,53
VALKEM OD 500 TAB,3,391
SP-50 TAB,10,266
SESA OIL,3,103
SP-100 TAB,4,253
COOLDEX CUFSOFT CAP,4,37
RIVOTRIL TAB. (0.5MG),1,321
NV TAB,1,171
MIXFRIIT JAM,5,436
ROSUSURE AP,10,168
IMUMUST TAB,1,89
CNZEP-0.5 TAB,3,305
MEFTAL SPAS-DS TAB.,1,20
TORLEVA 750MG TAB,5,399
OCUPOL   E/E DROPS,1,430
CLEARZIT SOAP,1,54
LACOSAM SYP 200 ML,1,19
MELAGLOW PP CREAM 15 GM,1,364
AD-NCR 10 TABLET,4,439
NATURAL MOSQUITO CREAM,1,269
CANOZOLE MOUTH PAINT ,6,445
ZOAFRAG TAB,1,49
CYTOGARD OD 80 TAB,2,158
ZEROLAC POW. (200GM),1,278
SPRINTAS 100 MG CAP,3,182
SULPIDON 50 TAB,3,448
STALIX DM 10/100/1000,5,130
WANISH CREAM 25 GM,1,411
KOFAREST LS JUNI SYP,2,129
ZINCOVIT SY.,3,275
SITANORM DM 500 TAB,1,216
MENOREG SYRUP,1,245
BILUMA CREAM  ,1,288
RANIDOM PD SYRUP,1,390
CALSHINE X TAB,2,395
LATOBEST DROP,1,442
BESVIL 200MG OCTACAPS .,1,126
FEMIFORTE TAB,1,472
FLUKONA 200 TAB,1,358
MOXANUTE CV 625 TAB,1,255
PYLOKIT.,3,170
GEMER DAPA XR 10/1/500 MG TAB,30,220
MIDORISE 5 MG TABLET,1,132
ZINCOVIT DROPS,2,168
NALTIMA TAB.,1,288
ROSLOY ASP 10/75,2,162
MELGAIN LOTION 5ML,1,434
TIMOL-P,1,12
REFSAV 50 TAB,3,377
MEDISTAT NASAL SPRAY,2,37
PEXEP PLUS 12.5 CAP,1,181
DROGYNA TAB,1,365
HYSODEW EYE DROPS,1,500
FOLINEO XT TAB,1,476
ALL-D3 SACHET,116,401
SITAGLYN M 100/500MG TAB,4,186
LOZSILS-LS JUNIOR SYP,1,373
VEMCOX-PG TAB,2,465
MAXIFLO 250 SYNCHROBR,1,40
NICARDIA 10MG CAP. 100S,2,262
RABSIP-DSR CAP,1,112
CREMAVER SYP,1,65
LEVOMAC 250 TAB,2,10
TRUDERMA VIT-C SERUM,1,33
HARPIC ALL,14,23
GLIMPRIDE-PG 2,13,498
GLIMRIDE-GP1 TABLET,3,312
ZORYL MV2 FORTE TAB,1,422
KEFLOR 50MG SYP 10ML,4,172
IPRAVENT RESPULES,30,355
DORNAC-P TAB,1,493
STALIX M 50/500 TAB,5,423
SODANET DS TAB,6,362
EVECARE SY. (200ML),2,378
MINOXISAFE -F5% SOLUTION,4,397
MAYOSAFE SACHET,11,444
ZEFRICH POW.      (CHOCO),1,242
VALCNX 500MG TAB,1,483
OTOBIOTIC PLAIN DROP,1,458
TASIRON SYP,1,274
MOX REDI.SUSP.(250MG)60ML,1,121
ACKNOTIN 10 TAB,1,344
MORISON ALL,11,181
SEBIFIN TAB. (250MG),2,146
PENVIR 250 TABLET,1,459
RENOCEL 10000 IU INJ,1,309
RPDONE LS TAB,4,497
NORTRYPTOMER-P SR 50,1,88
FEXONA TAB,2,285
BIO D3 PLUS SUSP,12,455
XEROFLAM GEL,1,236
CADIPHYLATE ELIXIR SYP,1,194
ZONIMID 100MG TAB,1,353
LVERZIME SYP ,2,84
METOLAR TRIO 25MG TAB,3,456
ALOSOFT GEL,4,498
GABAPIN CAP. (300MG),3,69
GABAPIN CAP. (400MG),2,104
FORCAN 200MG TAB,1,491
CITVOL PLUS CAP,12,454
SALTEROL 250 ROTACAP,1,495
DAPLO SM TAB ,5,41
SITADAPA M 100/10/500,2,491
OXRAMET 5/500 MG TABLET,3,448
L-SYS CREAM 10GM ,1,44
CETGEL LIQUICAPS  (10MG),1,132
ETOWORK 90 TAB,2,223
GLUCOBAY-50 TAB.,5,118
VEGAZ OD TAB,1,149
RAZEL EZ-20MG TAB,1,163
SYNCA LS AYE DROP ,1,428
CP-GAIN CREAM ,1,448
LUPISIT DM TAB,5,367
SITAGLO M SR TAB (DEL),8,296
HYDROHEAL NOVA CREAM,1,150
ANABOOM SHAMPOO 100ML,1,33
PYLODIL HS HAIR SERUM,1,258
CETAPHIL MOIST CREAM 250GM,1,240
SOFIDEW BABY POWDER 100GM,1,131
BUDECORT-400MG ROTACAP,1,167
GEMSOLINE 15 CAP,7,382
GEMSOLINE 10 CAP,6,269
FISH OIL CAP ,2,482
OFLOMAC-M SUSP 60 ML,2,401
3 SACHET,3,26
NEUROBION ALFA D TAB,1,236
REMO MV 1000MG TAB,1,346
IMEGLYN 1000 TAB,3,252
NAFTIFAST CREAM,1,426
SULPITAC 200MG TAB,3,343
SPORIDEX REDIMIX (250MG),1,327
VOVERAN SR TABLET  <75MG>,1,402
CREMAFFIN SYRUP 225ML MIXED FRUIT FLAVOUR,2,109
LOMOFEN PLUS TAB,10,73
PENTALOC D TAB,5,257
DAPATURN M 10 TABLET ,1,33
ENTROFLORA SUSPENSION,12,265
TELMEROS 40,7,82
KDFER TAB,2,313
KDCALCIUM TAB,5,102
TRINEXOVAS 20 TAB,5,466
TOFAJAK IN XR 11MG TAB,1,98
XYTRIMON-K TOOTHPASTE,1,241
MACPRED 8MG TAB,2,303
THYROX 37.5 TAB,1,344
GLIZID XR 30MG TAB,1,188
VITCOFOL CAP.,4,174
LULITEC CREAM 20 GM,1,92
FOLIACT-N TAB,2,221
ABAXIS 2.5 MG TAB ,3,160
OA KING TAB,1,167
FLUNIL 10MG CAPSULES,1,115
MITS PRO MCT OIL,1,62
GLYCINORM TAB. (40MG),2,39
GLYCINORM TAB. (80MG),9,280
RANRAFT SYP,2,285
TENDIA P TAB,1,416
PIRFENEX 600MG TAB,4,142
FESOBIG 8 TAB,2,356
HONEY ***DABUR***  (1KG),1,300
MILFLOX E/E DROPS,3,379
CALCIFIT-500 TAB.,1,382
ZINCOVIT W TAB,2,298
CREMALAX TAB.  (10MG),6,167
CILDAY 10MG TABLET,1,447
REPACE-50 TAB.,1,213
THERMOSEAL T.PASTE    (S),1,401
BUDECORT 0.5MG RESPULES,118,250
EBAL 20MG TAB,1,492
WARF-5 TAB.,4,67
PARI 10 MG TAB ,2,460
TOLPERITAS D TAB ,1,391
TELMA LNB 50 TAB,2,391
U VOID 50MG TAB,1,443
DUOTROL TAB.,13,266
HYPONIDD TAB.,2,326
SGLTD S 10/100 TAB,4,394
OSTOCALCIUM SUSP,2,338
RIFAXEL-200 TAB,1,500
AXEPINE MD 2 TAB,1,424
DRAMINATE TAB,1,201
LACTODEX PREMIUM 2 NO.,2,325
WAYOBACT CAP,1,356
ROZAT GOLD 20MG TAB,3,299
AROVAST-GOLD 10 CAP,4,487
NISE GEL,1,412
CONCOR T 5 MG TAB,5,280
RENU MULTIPLUS 120 ML,5,144
SENSOFORM T.PAST      (S),1,354
MEGALIS 5MG,1,460
TELMIROS 40 TAB,1,428
MELALUMIN ULTRA CREAM 20 GM,1,454
MEGAVOG 0.3 TAB,1,414
ROSUVAS EZ 20MG TAB,3,232
LOTERIS EYE DROPS,1,185
CANDIDERMA PLUS CREAM,3,87
S-CELEPRA 5 TAB,2,261
PROFIN SR 300MG TAB,1,494
MINTOP FORTE 2% SOLU,1,466
AMLOVAS-AT 5/50MG TAB STRIP OF 15 TABLET,22,368
AXIVER-SP TAB,2,225
SEACOD CAP.  10S,2,100
CREMAVER PLUS SYP,1,495
SOFTOVAC-SF POWDER <100G>,5,42
CERECETAM-400 CAP.,1,307
GLUXIDA 5 TAB,5,203
VOGLI RAPID 0.3/1MG TAB,4,485
ALZIL M10 TAB,2,11
KETO-B CREAM,2,136
DASHMUL KADHA  *SND*  (B),1,128
KUTAJARISHTA  *SND*   (S),1,344
BILASURE ORAL SUSP,2,20
HALVIN C SURUM 30ML,1,157
OROFER CAP.,2,139
FEMILON TAB.,2,122
COVANCE-50 TAB.,1,486
SENSODENT-K T.P.  (50GM),2,76
ALASPAN TAB.,4,435
IMUNOCIN TAB.,1,500
METLAST L TAB,1,320
MOISTE ALOVERA CREAM,1,118
LOSAR-50 TAB.,6,61
LOSAR-25 TAB.,5,161
SERTA TAB.  (50MG),2,21
SERTA TAB. (100MG),1,162
VALPRID CR-500 TABLET,2,350
METHERGIN INJ.,1,186
AMBRODIL SY.,1,415
WYSOLONE 10MG TAB.,7,406
LOMOCONE TAB,101,139
HEALING SODAMINT TAB,5,73
BILANIX FORTH 40 TAB,3,314
DP-MR TAB,68,313
ASHOKARISHTA   *BD*   (B),1,146
ARNICOR 100MG TAB,3,207
BECLATE 200 ROTOCAP,1,21
VITAL-Z 560GM,1,193
NEXPAR LA TAB,1,95
BILYPSA 4MG TAB,7,53
PHOTOSTABLE PRO+ HYD,1,397
LURATA 40 TAB,2,52
MAXIM D EYE DROP,3,46
DAPACOSE TRIO 500 TAB,5,414
LUBIC JELLY,1,110
XGLAR INJ,5,228
ZENOXA OD 600 TAB,3,161
NADITRET PLUS CREAM,2,472
MONCEL LC TABLET,5,254
REMYLIN FORTE CAP,2,441
TELMIKIND-LN TAB,2,366
NEKO SOAP. (BOQUET),1,29
RISNIA SY. (1MG/ML),1,175
TRIOBIMET 2 MG TAB,3,489
EMOFORM-R TOOTH PASTE 50GM,3,41
TELMEROS- AM TAB,5,335
GRILINCTUS DX SYP,1,250
ZOCEF TAB. (250MG),3,238
ZOCEF TAB. (500MG),2,313
ALZIL M FORTH TAB,1,294
ATARAX SR 50MG TAB,1,306
TAYO TOTAL TAB,1,260
ALKASTON TAB,2,321
DYDROPAL 10MG TAB,6,339
MONOCEF O DROP,1,460
ZEN 100MG TAB.,2,401
ALEX SY. **SUGAR FREE**,8,107
DEXODERM 500 TAB,2,321
COSMO Q UNDER EYE SERUM ,1,279
DIANORM-M TAB.,4,80
REVIZE MICRO 0.04 % GEL,1,391
BREVIPIL 75 MG TABLET,4,161
ZIGLIM MV 2MG TAB,6,27
REPACE-25 TAB.,6,421
PRAZOSURE XL 5MG TAB,3,470
PREGABID D 50 TAB,3,18
ALLEGRA TAB. (180MG),4,112
ALCOFIX GOLD TAB,1,224
HOPJOY MAN TAB ,1,369
ALLEGRA TAB. (120MG),5,296
ALSITA M50 TAB,6,387
ARNIV 50 TAB,1,412
RPDONE FORTE TAB,1,221
AMLOVAS-L TAB.,4,128
ZOCON KZ SHAMPO SACHET,1,268
NEPTAZ 200 TAB,1,78
JBTOR PLUS 10 TAB,1,411
HYDROGEN PEROXIDE *AS*25ML,14,146
MALIRID-DS TABLET,1,263
RIVABAN 20 MG TAB,1,131
MAHAGABA NT 75 CAP,2,498
FELATOR-80 TAB,5,15
PANZYNORM HS TAB,1,54
LOGIHAIR SHAMPOO,1,306
POLYTIDE TAB,2,345
DERMADEW AHF SHAMPOO,1,243
AGROSAF WOMEN HYGIENE WASH,2,230
TOBRASIL EYE DROP,4,129
POWERGESIC PLUS GEL,2,482
L P 5 TABLET,2,130
SACUVAL 100MG TAB,1,102
AZITHRAL  (500MG) TAB,2,115
SENASOF TAB.,1,105
DO-RE-ME TAB. (25MG),1,415
ISTAMET XR 100/1000 TAB,5,375
ENZOFLAM SP TABLET,1,204
GLIZID-M TAB.,10,164
GLIZID-40 TAB.,3,332
SALICYLIX SF6 OINT.,2,238
COVANCE-25 TAB.,2,473
ANGIZEM-CD 120MG TAB.,6,375
EMOLENE CR.,2,290
GLYNASE-MF TAB.,29,380
K BACT 5GM ,2,145
OBETOHEP 10 MG TAB,4,282
CONFIDO TAB.,1,205
BURNOL TUBE-25 GM,7,363
SHEFERT GOLD TAB,2,12
FORMOST 200 RESPICAP ,1,110
CREATLOG TAB,1,272
DENSYL-AD SHAMPOO,1,108
OPTHACARE EYE DROPS,1,233
DKGEL 30GM.,5,248
SIPHENE-M TAB.,1,114
ARGIHOPE INFUSION ,5,448
BILATIS 20 MG TAB,2,208
ANAFAST GEL 30G,1,356
MIBOXY EYE DROP,1,134
GABAPIN NT 300 MG TAB,7,241
FLATUNA TAB.,3,82
OFLOX TAB. (200MG),3,219
OFLOX TAB. (400MG),1,305
OFLOX EYE DROPS,1,207
CARACSOL EYE DROP,1,278
WYSOLONE TAB. (20MG),1,226
WINISH FACE WASH,1,434
ADCROSS AQUA GEL,1,386
MOXIBLU-LX EYE DROP,1,178
L-SYS LOTION 60ML,1,498
TORGLIP D 10 TAB,4,83
AZORAN TAB.,6,460
SUPPOL DROPS ,1,177
EMOFORM-R TOOTH PASTE 100 GM,5,375
SYSTAFLAM GEL,3,44
POTASS.PERMANG. 20G.,3,343
CARLOC TAB. (12.5MG),2,134
DAPANOVA 5 TAB,5,81
FOSIROL POWDER,1,71
PIOGOOD 15 TAB,1,51
NORTIPAM DM CAP,4,93
RIFAKEM 200MG TAB,1,29
AEROCORT FORTE ROTACAPS,4,188
LISR 300 MG TABLET,2,52
MELOSET 3MG TAB,5,65
JAKAUTO GEL 10 GM,1,422
MAXMALA NT TABLET,1,434
DOLOSTAT PC TAB,1,430
SITALEMBIC M-1000 MG TAB,2,370
EMPAGLYDE L 25 TAB ,1,123
DOZINIX TAB,2,253
FLOXIWIN G EAR DROP,1,133
DIABETROL TAB.,14,384
CARDIVAS TAB. (12.5MG),23,351
FLUCOS TAB. (150MG),2,446
TELZOX TRIO TABLET,1,117
MUVERA TAB.   (15MG),3,222
CIPCAL XT TAB,3,390
BILOSAF-40 TAB,12,275
NOBEGLAR 100 IU ML CARTRIDGES,3,131
A TO Z TAB.,7,399
PANTODAC 40MG TAB.,5,411
NITYAM CHURNA,4,308
AUGMENTIN 1000MG*DUO TAB.,2,451
ATORICA 40 TAB,3,382
PARADAY 1000 TAB,1,175
CEPODEM TAB. (100MG),1,62
CEPODEM TAB. (200MG),1,459
AMARYL TAB. (2MG),4,477
SUMO TAB.,10,139
TIZAN-2 TAB.,6,156
CATASPA TAB.,4,115
PARKITIDIN ER 129 TAB,1,76
LANOL-ER TAB.,19,166
LAKME PEACH MILK SOFT CREME 25 G,1,263
CALCIMAX TAB. (250MG),1,422
RENU MULTIPLUS 500 ML,5,29
DEPLATT CV 40 CAPSULE,2,356
COLTRO AS 75 MG,2,483
SITARA M 50/1000,2,212
TOUJEO 300 IU PENFIL,1,45
TAXIM-O TAB. (200MG),5,371
OVISORE GEL,9,146
BRINTOP 2.5 MG TAB ,1,243
PCOS LITE POWDER ,1,197
CONSTAFREE TAB ,3,17
CILOFORD-50 MG TAB,5,103
CETAPHIL RESTORADERM BODY MOIST LOTN,1,468
SITAHENZ-E 25 MG TAB,6,130
MERO 1G INJ,1,441
TROPAN TAB. (2.5MG),2,77
ULGEL ELICHI SUSP.,2,473
ORASEP-OT MOUNTH PAINT,1,273
JUBINERV TABLET,4,248
NARI-AMRIT SYP,3,318
TRIPRIDE 1 FORTE TAB,1,163
DEWPEARL MOIST LOTION,1,178
EMPALO S 25/100 MG TAB,2,259
DIBIZIDE-M TAB.,1,479
FRISIUM-10 TAB.,4,459
RENALKA SY.,2,30
AMINORICH DROPS,1,232
ZIFI 50 DT TAB,1,234
SILOFAST 4 TAB,2,267
CETALOZ SYP,1,366
DAPRICA 5MG TAB,2,25
STARPRESS-3D 50/6.25 TAB ,5,324
GLYCOQUIC F PULMICAPS ,1,331
HUMAN MIXTARD 50 40IU 10 ML VIAL,2,161
CALCHEK-L TAB. (2.5MG),9,314
LACTODEX-LBW POW.,1,248
ZOMELIS DM 500 TABLET,2,349
AZTOR 20 (90TAB),4,422
FOLITRAX LP GEL 20G,1,261
UDAPA TRIO,3,51
ZOSERT-25 TAB.,1,226
FRISIUM-5 TAB.,4,336
CARDACE-H TAB. (2.5MG),2,94
OTOREX EAR DROPS,1,448
CNPROT TAB ,3,299
LULITEC CREAM 30 GM,3,466
PIOHOPE 7.5 MG TAB,2,348
COLGATE PASTE ALL ,72,250
MOIZ CLEANSING LOTION 200ML,1,172
CTD MT 12.5/50/40 TAB,1,234
REPACE-H TAB.,3,274
FOURDERM CR.         (S),2,152
GEMER V1 MG TAB,1,51
FALCIGO INJ.,1,252
GLUVILDA DM 10/500MG TAB,1,209
KZ XL CREAM ,2,342
ELECTROLYTE POWDER SACHET,140,463
PHEXIN-BD TAB. (375MG),1,246
PYROFLEX LINIMENT   (S),3,355
ENCORATE CHRONO-500 TAB.,5,295
ENCORATE CHRONO-200 TAB.,6,274
LIFEBOUY SOAP         <S>,2,78
AMBROLITE-S SY.,1,135
GLIPTAGREAT D10 TAB ,1,379
IVABLES OD TAB,1,433
OFLACIN EYE DR.,1,271
DAMITA 10 TABLET ,3,378
LEVOFLOX INFUSION 500,2,475
GLOW ANDSHINE FAIRNESS CREAM ,2,123
ACNESTAL FACE WASH,1,64
EMANZEN-D TAB.,4,323
FINPECIA TAB.  (1MG),1,59
APREZO 30MG TAB,7,366
LQRISE TAB,1,149
AZILDAC 80 MG TAB,1,329
BUTRUM-1 MG INJ 1 ML,1,181
BUTRUM-2 MG INJ 1ML,1,168
LEXANOX CREAM 5GM,1,486
HAEMCARE TAB ,1,491
AMBROLITE SY.,3,363
CAREFREE REG. 20S,2,47
OPTIHIST-PLUS EYE DROPS,1,345
KEFLOR REDIMIX SUSP.125MG,1,159
SEACOD OIL            (S),2,424
CLAVAM-BID SY.,4,429
AMBRODIL TAB.,2,409
AMBRODIL DROPS,1,381
TIMOLET 0.5% EYE DROPS,1,374
LOBAZAM TAB. (10MG),1,149
OXYSITE PLUS ,1,266
BORIC ACID POWDER 100GM # AJMERA,12,197
TYNOR TAYLOR BRACE,1,490
NICODIL 5 TAB,17,301
DAPATURN GM FORTE 2 MG TAB,5,397
SCALPE SHAMPOO,6,335
INDOCAP SR 75MG ,5,387
COVANCE-D TAB.,4,491
HONITUS SY.,9,121
DICLOGEM TAB.,413,28
LOSAR-H TAB.,5,198
EVION CREAM 60GM,1,68
OCUVIR-800 DT TABLET STRIP OF 5 TABLET,2,442
VASOGLOR 60MG TAB,3,12
NEVLON INTENSE MOIST,1,34
ECONORM SACHETS,19,82
VASOGRAIN EC TAB,1,402
FAROBACT CV TAB,1,51
GLUCUT MT 1MG ,1,193
KDFER-XT TAB,1,40
FIGOCALCI TAB,1,460
STORVAS TAB. (10MG),8,128
STORVAS TAB. (20MG),6,429
ALPHAGAN OPTH.SOL.,2,116
GLYCINORM-M TAB. (40MG),6,11
CREVAST EZ 20MG TAB,2,116
MYNBERRYS COMPOUND SOLUTION,1,95
EZACNE SACHET,24,18
ZEDEX-LDP SUGAR FREE SYP,2,55
GLUCOZONE TAB,3,286
SUNBLESS OC LOTN SPF 50 & PA++++,1,122
SMOODH CHAAS 180ML,107,326
MAXVIDA HPHF ORANGE FLAVR 400G,1,169
ASIANCLAV 375 ,7,291
UDAPA MXR 5/500 TAB ,1,404
NHS CHIRO TAB,1,441
TELLZY ACH-40/5/12.5 MG TAB,1,322
ZITA-MET 20/1000 MG TAB,3,140
PACIMOL-650 TAB.,1,313
NEXLUMA 42MG TAB,1,33
GLYCINORM-M TAB. (80MG),6,475
ROSLOY CV 20 MG TAB,2,31
FAS-3 KIT,5,149
NERVIJEN D3 TAB,11,17
OVAFLO- Q 10 TAB,1,471
VICKS ROLL ON ( FOR HAEADACHES ),11,55
NOVAMOX 500MG CAP. 3S,1,350
AROVAST AV 75 CAPS,8,249
LUHON CREAM 30GM,1,176
SACUHART 50 MG TAB,1,404
DYDROCLUB 10MG ,28,319
TEL-CAD-M 25 MG TAB,1,297
BENIDIN 4 MG TAB,3,426
AMBRODIL S SYRUP 100 ML,4,468
FREDNA HP POWDER,1,82
EVECARE CAP.,1,496
SPASMODART TAB.,1,123
PROCIBEL M TABLET ,1,384
V MELA GEL 30 GM,1,79
TAMDOSIN D TABLET,1,78
IPRAVENT ROTACAPS,2,69
MEFTAL-P SUSPENSION,6,281
CIPCAL TAB. (500MG),17,482
DYNAPLAST 10CM.,1,290
GLIMER TAB. (1MG),4,91
XPECT-B SY.,1,268
SWICH CV 100 DRY SYRUP,3,412
BETAVERT TAB. (8MG),3,122
REFRESH TEARS DROPS,6,456
ATORLIP TAB. (10MG),2,378
CIP-ZOX TAB.,3,465
RARICAP-COMBI TAB.,1,394
PANTOCID 40MG TAB.,3,235
GLIMER TAB. (2MG),4,98
RELENT TAB.,3,381
ATORLIP TAB. (20MG),1,307
NICODUCE-10,1,35
ZORYL-MD 1/500 TAB,2,70
TRIGEM 2 MG TAB,6,476
FERTILL- F TAB ,1,280
AYURVEL SYP ,1,296
GLYCERINE I.P (20GM),8,73
DYDROJOY TAB,4,54
NITREST-10 TAB.,1,453
MACPRED-16 MG TAB,1,56
ITRALASE SB 130 MG TAB,6,81
CEFF PREMIX      <125MG>,2,204
SATROGYL-300 TAB.,1,205
NIMSAID-P TABLET,3,209
CEPODEM-50 SUSPENSION,1,463
LOZSILS TABLET ,24,457
GLIMISON M FORTE 2 TAB,4,438
JANKEY DM 500 TAB ,2,165
MONTI FX 10TAB ,2,23
TELKONOL H TAB,2,309
RAMCET D TABLET,1,128
SITAHENZ 50 TABLET,1,21
PENTANERV-NT 200,4,28
CALMITCH LOTION ,5,491
BUDECORT 1MG RESPULES,6,224
B HOLD TABLET,2,160
SOLU-MEDROL INJ <1GM>,1,438
HYDRONIC ULTRA MOIST,2,199
MONOCEF 2GM INJ,1,434
SITARED 50MG TAB,6,389
COVEL M 5/10 MG TABLET,1,17
SCALPVEIN 22 NO,7,346
THREE WAY*TOP*,1,449
SCALPVEIN 20 NO,3,77
SCALPVEIN 23 NO,1,26
SCALPVEIN 24 NO,1,89
SCALPVEIN 21 NO,1,271
SURGICAL BLADE NO 22,1,170
QUETIDIN-50 MG TAB,6,273
VENFLO NO 22 = POLYCATH NO 22 # POLYMED #,7,266
ORLIP-X 120 MG CAP,4,159
EPIVAL TAB,2,96
CLINMIFACE A GEL,1,231
CARDIROSE ASP 20 MG TAB,3,500
JEERA COLD DRINK ,101,192
SEBAMED CLEANSING BAR ,1,369
STETHOSCOPE,1,227
INDAFLO G ROTACAPS,1,181
INFANT FEEDING TUBE 6 NO,1,79
